,Isolate,RIFAMPICIN,ISONIAZID,PYRAZINAMIDE,ETHAMBUTOL,STREPTOMYCIN,LEVOFLOXACIN,CAPREOMYCIN,AMIKACIN,MOXIFLOXACIN,OFLOXACIN,KANAMYCIN,ETHIONAMIDE,CIPROFLOXACIN
ERR2510644,site.06.subj.RLH_0332-14.lab.06MIL0451.iso.1,0.0052509605884552,0.001627892255783081,0.5278299450874329,0.36748430132865906,0.021572619676589966,0.988351583480835,0.9865756630897522,0.2958102524280548,0.7948697805404663,0.7503872513771057,0.7720592021942139,0.9597331285476685,0.9668288826942444
ERR2510643,site.06.subj.MHL_0242-14.lab.06MIL0449.iso.1,0.009576141834259033,0.008122086524963379,0.10523378849029541,0.10003235936164856,0.0182303786277771,0.5094001889228821,0.7922945022583008,0.5886505842208862,0.13597670197486877,0.07710838317871094,0.6131188273429871,0.4174133539199829,0.2715136408805847
ERR2510637,site.06.subj.MHL_0234-14.lab.06MIL0443.iso.1,0.05284014344215393,0.0023238956928253174,0.596540629863739,0.3732009530067444,0.38375288248062134,0.9483482837677002,0.9850075840950012,0.5687689781188965,0.8822535276412964,0.7418813705444336,0.9157658815383911,0.9638845920562744,0.9676393270492554
ERR2510636,site.06.subj.JHL_0101-14.lab.06MIL0442.iso.1,0.0046610236167907715,0.00692516565322876,0.1563686728477478,0.36291012167930603,0.28313910961151123,0.8367232084274292,0.8010380268096924,0.5998315811157227,0.5661250948905945,0.5704531073570251,0.8029166460037231,0.727813720703125,0.8710815906524658
ERR2510632,site.06.subj.BVH_0794-R.lab.06MIL0438.iso.1,0.9475032687187195,0.007948249578475952,0.9696047306060791,0.9652755260467529,0.5296626687049866,0.965767502784729,0.996155858039856,0.7971311211585999,0.9882956743240356,0.8306111097335815,0.9293226599693298,0.994061291217804,0.9981275200843811
ERR2510622,site.06.subj.JHL_0100-14.lab.06MIL0428.iso.1,0.007604449987411499,0.006088435649871826,0.5475844144821167,0.601294755935669,0.3427071273326874,0.9397680759429932,0.9801442623138428,0.35748225450515747,0.8165651559829712,0.7178376913070679,0.7824798226356506,0.9807391166687012,0.9477531909942627
ERR2510621,site.06.subj.NHM_0233-14.lab.06MIL0426.iso.1,0.01021239161491394,0.0018157660961151123,0.8679259419441223,0.698488712310791,0.8933737277984619,0.9000483751296997,0.9945729970932007,0.41222456097602844,0.9527610540390015,0.8037797212600708,0.9564145803451538,0.991789698600769,0.9930291771888733
ERR2510619,site.06.subj.SGD_0067-14.lab.06MIL0424.iso.1,0.003883868455886841,0.18620797991752625,0.27763959765434265,0.9632858037948608,0.8309247493743896,0.012759149074554443,0.9644633531570435,0.11027669906616211,0.10283663868904114,0.01828780770301819,0.579076886177063,0.9219121336936951,0.012964606285095215
ERR2510618,site.06.subj.NHM_0310-14.lab.06MIL0423.iso.1,0.5450515151023865,0.007815569639205933,0.5579869747161865,0.412190705537796,0.012751668691635132,0.9868133068084717,0.9869198799133301,0.561263918876648,0.8334110379219055,0.6359275579452515,0.6601565480232239,0.9633997678756714,0.9662727117538452
ERR2510614,site.06.subj.JHL_0096-14.lab.06MIL0419.iso.1,0.025082796812057495,0.055626511573791504,0.19675374031066895,0.6496144533157349,0.580950140953064,0.01010093092918396,0.87193763256073,0.12953463196754456,0.06889057159423828,0.012094497680664062,0.3533783257007599,0.902270495891571,0.0021191835403442383
ERR2510609,site.06.subj.NHM_0313-14.lab.06MIL0413.iso.1,0.1700752079486847,0.49006059765815735,0.5815067887306213,0.8573073148727417,0.8412773609161377,0.647657036781311,0.986741304397583,0.8889100551605225,0.7888695001602173,0.632008969783783,0.9626030325889587,0.9067214727401733,0.9876265525817871
ERR2510601,site.06.subj.RLH_0708-R.lab.06MIL0403.iso.1,0.9273238182067871,0.043727725744247437,0.9871029853820801,0.9824321866035461,0.056330710649490356,0.9379399418830872,0.9845507144927979,0.6554977893829346,0.9310480356216431,0.4938240945339203,0.9043837189674377,0.781760573387146,0.9958071112632751
ERR2510596,site.06.subj.SZH_0047-14.lab.06MIL0397.iso.1,0.14313575625419617,0.68431556224823,0.978701114654541,0.987695574760437,0.8120836615562439,0.7895411252975464,0.9929531216621399,0.6379556655883789,0.8778387308120728,0.641132116317749,0.938566267490387,0.9764582514762878,0.9978698492050171
ERR2510595,site.06.subj.MHL_0230-14.lab.06MIL0396.iso.1,0.007090508937835693,0.009478598833084106,0.09064143896102905,0.12029439210891724,0.02281498908996582,0.057606786489486694,0.45910385251045227,0.2956656217575073,0.054083168506622314,0.00962015986442566,0.17054584622383118,0.48587170243263245,0.010767698287963867
ERR2510594,site.06.subj.MHL_0229-14.lab.06MIL0395.iso.1,0.011590570211410522,0.004531562328338623,0.49164819717407227,0.3687773048877716,0.013821005821228027,0.13680103421211243,0.9888033866882324,0.29819053411483765,0.09523552656173706,0.010238587856292725,0.6145840883255005,0.9469521641731262,0.020352095365524292
ERR2510591,site.06.subj.NHM_0303-14.lab.06MIL0392.iso.1,0.008727878332138062,0.0020100176334381104,0.5457239747047424,0.6023868918418884,0.3657715916633606,0.9367597103118896,0.9736849665641785,0.3670635223388672,0.8037059903144836,0.7279593348503113,0.8612518906593323,0.9734917283058167,0.9435065984725952
ERR2510584,site.06.subj.BVH_0038-14.lab.06MIL0381.iso.1,0.006728500127792358,0.0019111335277557373,0.3138143718242645,0.21528682112693787,0.331237256526947,0.9085690379142761,0.9363819360733032,0.5058513283729553,0.7577840089797974,0.7424725294113159,0.8273258209228516,0.8822219371795654,0.9123150110244751
ERR2510577,site.06.subj.PIMS_0056-14.lab.06MIL0374.iso.1,0.005836158990859985,0.004942119121551514,0.1849290132522583,0.5231667757034302,0.4636201858520508,0.08779317140579224,0.9484174251556396,0.2602015733718872,0.16268521547317505,0.03917089104652405,0.5934584736824036,0.9522656202316284,0.024735838174819946
ERR2510573,site.06.subj.RLH_0315-14.lab.06MIL0370.iso.1,0.015088081359863281,0.0012167394161224365,0.2591942548751831,0.4035235345363617,0.3771740794181824,0.7976208329200745,0.9593299031257629,0.33620190620422363,0.7109047770500183,0.4626009464263916,0.8152971863746643,0.9423456192016602,0.7122379541397095
ERR2510572,site.06.subj.NHM_0295-14.lab.06MIL0369.iso.1,0.004109203815460205,0.005743443965911865,0.00665515661239624,0.061027079820632935,0.03508561849594116,0.006180405616760254,0.3289925456047058,0.002750694751739502,0.01189008355140686,0.00261726975440979,0.00046747922897338867,0.9321269989013672,2.8247559384908527e-05
ERR2510568,site.06.subj.SGD_0063-14.lab.06MIL0365.iso.1,0.014395713806152344,0.005246520042419434,0.17973926663398743,0.2864477038383484,0.19062814116477966,0.014462769031524658,0.9516334533691406,0.36908501386642456,0.06005784869194031,0.004772096872329712,0.546807050704956,0.9302284717559814,0.0020723342895507812
ERR2510566,site.06.subj.NHM_0287-14.lab.06MIL0363.iso.1,0.9784473180770874,0.9694194197654724,0.9952225685119629,0.9973591566085815,0.871120810508728,0.78276526927948,0.9923495054244995,0.902479887008667,0.9353501200675964,0.8498613834381104,0.9484771490097046,0.9890851378440857,0.9996458888053894
ERR2510562,site.06.subj.MHL_0222-14.lab.06MIL0359.iso.1,0.039338916540145874,0.4902589023113251,0.9569764733314514,0.9804608821868896,0.6372841596603394,0.7743207216262817,0.991736650466919,0.4978921413421631,0.8045512437820435,0.5269145369529724,0.9134253263473511,0.9604634046554565,0.9935541152954102
ERR2510561,site.06.subj.SZH_0042-14.lab.06MIL0358.iso.1,0.05135750770568848,0.04535433650016785,0.2750345468521118,0.08662170171737671,0.018631011247634888,0.3107418417930603,0.8173364400863647,0.801612377166748,0.03898844122886658,0.04423189163208008,0.4644172489643097,0.27226340770721436,0.3892521262168884
ERR2510557,site.06.subj.RLH_0312-14.lab.06MIL0354.iso.1,0.016974180936813354,0.05376589298248291,0.06259724497795105,0.06646636128425598,0.023151546716690063,0.16425025463104248,0.7341222167015076,0.4586828052997589,0.0889405608177185,0.017424941062927246,0.5097052454948425,0.0858016312122345,0.04492354393005371
ERR2510556,site.06.subj.RLH_0313-14.lab.06MIL0353.iso.1,0.004753619432449341,0.004990935325622559,0.6190778017044067,0.7721651196479797,0.3147503733634949,0.9149883985519409,0.984750509262085,0.341458261013031,0.8237420320510864,0.6047363877296448,0.7985086441040039,0.9789755344390869,0.9460605382919312
ERR2510553,site.06.subj.RLH_0309-14.lab.06MIL0350.iso.1,0.016554206609725952,0.05313625931739807,0.061348289251327515,0.06558972597122192,0.022913455963134766,0.162184476852417,0.7316421270370483,0.4582726061344147,0.08770766854286194,0.01694631576538086,0.5059561133384705,0.0862530767917633,0.04397749900817871
ERR2510550,site.06.subj.NHM_0290-14.lab.06MIL0347.iso.1,0.0073680579662323,0.005718022584915161,0.12678825855255127,0.38523203134536743,0.017913401126861572,0.0322241485118866,0.9595580697059631,0.10671103000640869,0.03799137473106384,0.002343416213989258,0.12470659613609314,0.9395591020584106,0.0009184777736663818
ERR2510547,site.06.subj.NHM_0293-14.lab.06MIL0344.iso.1,0.007377922534942627,0.004377990961074829,0.17591369152069092,0.31373727321624756,0.4828515648841858,0.08320951461791992,0.9574068784713745,0.31016141176223755,0.1711406409740448,0.03850248456001282,0.622477114200592,0.9377360343933105,0.022692203521728516
ERR2510537,site.06.subj.SZH_0060-14.lab.06MIL0332.iso.1,0.860514760017395,0.5049221515655518,0.8593019247055054,0.8952496647834778,0.5079681873321533,0.000845104455947876,0.4589378833770752,0.41096407175064087,0.028007090091705322,0.003349781036376953,0.6050426959991455,0.8119065761566162,0.0012086331844329834
ERR2510529,site.06.subj.ATH_0089-14.lab.06MIL0323.iso.1,0.021175533533096313,0.08216118812561035,0.6441416144371033,0.49032625555992126,0.5860311985015869,0.8755288124084473,0.9806485176086426,0.5501416325569153,0.7297863364219666,0.6547942161560059,0.8983851075172424,0.9371278882026672,0.9778456687927246
ERR2510528,site.06.subj.SSM_0149-14.lab.06MIL0322.iso.1,0.04209151864051819,0.03354698419570923,0.6267043352127075,0.4790084660053253,0.019238650798797607,0.9952566027641296,0.8844866156578064,0.7362326383590698,0.7087466716766357,0.788055419921875,0.6850618124008179,0.7422513961791992,0.9990653395652771
ERR2510525,site.06.subj.NHM_0284-14.lab.06MIL0319.iso.1,0.9687376022338867,0.9751912355422974,0.9962897300720215,0.9972105026245117,0.9003571271896362,0.8835245370864868,0.9950597286224365,0.9319895505905151,0.9589993953704834,0.9115528464317322,0.966549277305603,0.9920769929885864,0.9999209642410278
ERR2510524,site.06.subj.SSM_0152-14.lab.06MIL0317.iso.1,0.006455928087234497,0.0041048526763916016,0.46078187227249146,0.4536821246147156,0.02022448182106018,0.988008439540863,0.9834825992584229,0.30839020013809204,0.8028699159622192,0.7358989715576172,0.6432946920394897,0.9718949794769287,0.9616749882698059
ERR2510518,site.06.subj.ATH_0088-14.lab.06MIL0309.iso.1,0.018967032432556152,0.10933256149291992,0.7996339797973633,0.5994029641151428,0.7279016971588135,0.8770313262939453,0.9776480793952942,0.3870723247528076,0.7917560338973999,0.7058511972427368,0.8584977984428406,0.959447979927063,0.9845688343048096
ERR2510516,site.06.subj.SSM_0155-14.lab.06MIL0307.iso.1,0.021590888500213623,0.07444444298744202,0.866976261138916,0.867903470993042,0.652672529220581,0.8762771487236023,0.9804377555847168,0.44574445486068726,0.7833865880966187,0.6537895202636719,0.9133250117301941,0.9678738117218018,0.9866103529930115
ERR2510513,site.06.subj.SSM_0158-14.lab.06MIL0304.iso.1,0.018726587295532227,0.40096139907836914,0.8830946683883667,0.9774979948997498,0.7731062173843384,0.8277122974395752,0.9849190711975098,0.5883862376213074,0.7705186605453491,0.7437313795089722,0.9026898145675659,0.9686752557754517,0.9929414987564087
ERR2510506,site.06.subj.RLH_0305-14.lab.06MIL0297.iso.1,0.002052903175354004,0.002683490514755249,0.42656853795051575,0.6911927461624146,0.6279915571212769,0.8077336549758911,0.9785119295120239,0.23764929175376892,0.7797572612762451,0.5411121845245361,0.798028290271759,0.9818874597549438,0.8617996573448181
ERR2510502,site.06.subj.PIMS_0037-14.lab.06MIL0293.iso.1,0.009468793869018555,0.0042168498039245605,0.7148870229721069,0.8283154964447021,0.012431919574737549,0.9885828495025635,0.9933868050575256,0.16927099227905273,0.8858118653297424,0.5420746207237244,0.5953741073608398,0.9858987331390381,0.9636760950088501
ERR2510500,site.06.subj.JHL_0068-14.lab.06MIL0291.iso.1,0.10252371430397034,0.0026508569717407227,0.7128503322601318,0.3812156617641449,0.4552399814128876,0.9419013261795044,0.986320972442627,0.5800158977508545,0.9060328006744385,0.7094771862030029,0.9205082654953003,0.9743486642837524,0.9716072082519531
ERR2510499,site.06.subj.JHL_0069-14.lab.06MIL0290.iso.1,0.0436893105506897,0.009263962507247925,0.19771167635917664,0.5524032115936279,0.33423739671707153,0.014100849628448486,0.8708591461181641,0.21709701418876648,0.07952621579170227,0.007736146450042725,0.518203854560852,0.5427520871162415,0.003431648015975952
ERR2510495,site.06.subj.SGD_0028-14.lab.06MIL0285.iso.1,0.00723874568939209,0.004199802875518799,0.6721102595329285,0.47382327914237976,0.21430861949920654,0.9510864019393921,0.9671754837036133,0.4075646996498108,0.7616503238677979,0.7573390007019043,0.887752890586853,0.8640317916870117,0.9687678813934326
ERR2510493,site.06.subj.RLH_0304-14.lab.06MIL0282.iso.1,0.016494661569595337,0.003196626901626587,0.11582201719284058,0.12939408421516418,0.10823702812194824,0.8772162795066833,0.578747570514679,0.5999643802642822,0.5249464511871338,0.6209326386451721,0.6892005205154419,0.6483902931213379,0.847161054611206
ERR2510490,site.06.subj.RLH_0284-14.lab.06MIL0279.iso.1,0.15766212344169617,0.008241593837738037,0.27244889736175537,0.6721292734146118,0.24987292289733887,0.0076045989990234375,0.8788114786148071,0.10294345021247864,0.0628068745136261,0.0032352209091186523,0.19202327728271484,0.9573671221733093,0.0009233951568603516
ERR2510489,site.06.subj.MHL_0099-13.lab.06MIL0277.iso.1,0.02992004156112671,0.48028042912483215,0.8689579963684082,0.905022382736206,0.6983095407485962,0.8138612508773804,0.8553209900856018,0.48285189270973206,0.7249869108200073,0.5390666723251343,0.9086458086967468,0.8243336081504822,0.9897630214691162
ERR2510488,site.06.subj.RLH_0292-14.lab.06MIL0276.iso.1,0.14989277720451355,0.0043333470821380615,0.584500789642334,0.39379194378852844,0.3076520562171936,0.8980920910835266,0.9751945734024048,0.5886687636375427,0.8908466696739197,0.537000298500061,0.805808424949646,0.9811761379241943,0.9328357577323914
ERR2510483,site.06.subj.SSM_0146-14.lab.06MIL0270.iso.1,0.0037559568881988525,0.0020626485347747803,0.8290359973907471,0.8755327463150024,0.010149151086807251,0.9946349859237671,0.9974368214607239,0.283740758895874,0.9079705476760864,0.7743958830833435,0.8659049272537231,0.9688434600830078,0.9928829073905945
ERR2510481,site.06.subj.JHL_0061-14.lab.06MIL0267.iso.1,0.38033342361450195,0.005460768938064575,0.9512737989425659,0.9304430484771729,0.7594084143638611,0.9681161046028137,0.9963223934173584,0.7687028646469116,0.9834390878677368,0.9091956615447998,0.9649527668952942,0.9943295121192932,0.9989707469940186
ERR2510478,site.06.subj.BVH_0011-14.lab.06MIL0264.iso.1,0.00021120905876159668,0.0040360987186431885,0.015044540166854858,0.23736107349395752,0.21285149455070496,0.025293558835983276,0.5751866698265076,0.0012941360473632812,0.042573392391204834,0.01994556188583374,0.0019077956676483154,0.9166799783706665,0.0002275705337524414
ERR2510477,site.06.subj.BVH_0018-14.lab.06MIL0263.iso.1,0.3394341468811035,0.004446864128112793,0.6759651303291321,0.8167515993118286,0.496694415807724,0.859070897102356,0.974135160446167,0.4407823383808136,0.9072586297988892,0.5160754323005676,0.7152661085128784,0.9812485575675964,0.9325026273727417
ERR2510476,site.06.subj.SGD_0061-14.lab.06MIL0262.iso.1,0.88275146484375,0.8931323885917664,0.3044777810573578,0.7443443536758423,0.7901589870452881,0.7904297709465027,0.9863705039024353,0.9656424522399902,0.8175311088562012,0.7883464097976685,0.9300063848495483,0.9252643585205078,0.9901882410049438
ERR2510475,site.06.subj.SZH_0033-14.lab.06MIL0261.iso.1,0.9874470233917236,0.9752367734909058,0.9966635704040527,0.9979592561721802,0.8739420175552368,0.8409452438354492,0.9954982995986938,0.9246847629547119,0.9658422470092773,0.8841988444328308,0.9496985673904419,0.9912521839141846,0.9998492002487183
ERR2510472,site.06.subj.SZH_0030-14.lab.06MIL0258.iso.1,0.005793273448944092,0.005405306816101074,0.16097310185432434,0.6685807108879089,0.03444597125053406,0.9566303491592407,0.9854820370674133,0.4109657406806946,0.7623292207717896,0.3858642578125,0.6680814027786255,0.9727267026901245,0.848615288734436
ERR2510471,site.06.subj.RLH_0289-14.lab.06MIL0257.iso.1,0.02669227123260498,0.14659416675567627,0.7974985837936401,0.5900967717170715,0.7343159914016724,0.7751268148422241,0.9819326400756836,0.3545643091201782,0.7633527517318726,0.5287125706672668,0.835350513458252,0.9629734754562378,0.9617259502410889
ERR2510462,site.06.subj.ATH_0079-14.lab.06MIL0248.iso.1,0.008910953998565674,0.005951583385467529,0.764743983745575,0.8809596300125122,0.6681696176528931,0.8855904936790466,0.9909771680831909,0.2693648934364319,0.9054820537567139,0.5946303009986877,0.8206544518470764,0.9931416511535645,0.9574459195137024
ERR2510458,site.06.subj.SGDH_0048-14.lab.06MIL0243.iso.1,0.007513940334320068,0.10452136397361755,0.6776633858680725,0.8852514028549194,0.6244480013847351,0.7696031928062439,0.9733860492706299,0.5177285075187683,0.6701241731643677,0.6146790385246277,0.8685034513473511,0.9311069250106812,0.964968204498291
ERR2510450,site.06.subj.JHL_0057-14.lab.06MIL0233.iso.1,0.005229353904724121,0.003745436668395996,0.6795591115951538,0.5737314820289612,0.6275686025619507,0.9494249820709229,0.9881848096847534,0.5214341878890991,0.9167274236679077,0.7927423715591431,0.9195448160171509,0.9880037307739258,0.9896456003189087
ERR2510447,site.06.subj.BVH_0399-R.lab.06MIL0230.iso.1,0.6007984280586243,0.0012028813362121582,0.9187624454498291,0.9690868854522705,0.3795531094074249,0.9913467168807983,0.9906978011131287,0.793755292892456,0.981330156326294,0.9448431730270386,0.9731053113937378,0.8885560035705566,0.9995290040969849
ERR2510443,site.06.subj.ATH_0068-14.lab.06MIL0226.iso.1,0.013772934675216675,0.002811908721923828,0.17149469256401062,0.24863672256469727,0.022968679666519165,0.9866712093353271,0.7244629859924316,0.43906691670417786,0.5666325092315674,0.8836331963539124,0.5717334151268005,0.301788866519928,0.9772910475730896
ERR2510441,site.06.subj.SGD_0038-14.lab.06MIL0224.iso.1,0.016217023134231567,0.4861186742782593,0.7500689625740051,0.9775531888008118,0.6753798127174377,0.014531731605529785,0.978196918964386,0.12278568744659424,0.1321614384651184,0.014895737171173096,0.5730178952217102,0.9686548709869385,0.035299450159072876
ERR2510434,site.06.subj.ATH_0075-14.lab.06MIL0214.iso.1,0.014299869537353516,0.011997014284133911,0.10730248689651489,0.10898405313491821,0.014349758625030518,0.081422358751297,0.8098008632659912,0.44830769300460815,0.03974515199661255,0.00991472601890564,0.42283493280410767,0.4701143801212311,0.015394985675811768
ERR2510424,site.06.subj.MHL_0181-14.lab.06MIL0203.iso.1,0.0052349865436553955,0.001817464828491211,0.191073477268219,0.5181248188018799,0.0663905143737793,0.9059743881225586,0.9794901013374329,0.32949259877204895,0.6310758590698242,0.6177025437355042,0.4143303632736206,0.975356936454773,0.5722463726997375
ERR2510417,site.06.subj.ATH_0073-14.lab.06MIL0196.iso.1,0.012037783861160278,0.009183675050735474,0.6777336597442627,0.8039592504501343,0.40681329369544983,0.8980492353439331,0.9603878259658813,0.2831970453262329,0.8216766119003296,0.5348763465881348,0.7740215063095093,0.9650368690490723,0.9398447275161743
ERR2510415,site.06.subj.RLH_0269-14.lab.06MIL0194.iso.1,0.02778807282447815,0.0010592639446258545,0.28918105363845825,0.3520190417766571,0.35842496156692505,0.6882643103599548,0.9568237066268921,0.2171890139579773,0.6997380256652832,0.2722383141517639,0.722178041934967,0.9540562629699707,0.4509992301464081
ERR2510414,site.06.subj.SSM_0133-14.lab.06MIL0192.iso.1,0.010306298732757568,0.007307857275009155,0.07374188303947449,0.08713549375534058,0.014137566089630127,0.3244902193546295,0.821215033531189,0.5833215117454529,0.09655243158340454,0.035782456398010254,0.5919481515884399,0.4361960291862488,0.10885626077651978
ERR2510413,site.06.subj.RLH_0264-14.lab.06MIL0191.iso.1,0.001496821641921997,0.0021139681339263916,0.13484835624694824,0.07937353849411011,0.34250104427337646,0.06853711605072021,0.7499464750289917,0.3428051769733429,0.09507870674133301,0.03320366144180298,0.6870100498199463,0.4047180414199829,0.02568468451499939
